id,text_raw,text_light_clean,text_ml_clean,label,relation,likes,dislikes,source,split,text_normalized,label_original,was_user_relabeled
4918,Монголд п**а амьдрл үрглжлсээр. Манж хужаагууд худлаа шааж байгаад л 5 өдр дуусчн тэгээл амраашаачн амьдрл сайжрч байгаа юс алгва.,Монголд п**а амьдрл үрглжлсээр. Манж хужаагууд худлаа шааж байгаад л 5 өдр дуусчн тэгээл амраашаачн амьдрл сайжрч байгаа юс алгва.,монголд п**а амьдрл үрглжлсээр. манж хужаагууд худлаа шааж байгаад л 5 өдр дуусчн тэгээл амраашаачн амьдрл сайжрч байгаа юс алгва.,TOXIC,0,1,0,news.mn,train,Монголд па амьдрл үрглжлсээр. Манж хужаагууд худлаа шааж байгаад л 5 өдр дуусчн тэгээл амраашаачн амьдрл сайжрч байгаа юс алгва.,TOXIC,False
4919,Хүн ам газар нутгийн хэмжээ том жижиг байхаас татвар нэг их шалтгаалахгүйээ. Үйлдвэрлэл үйлчилгээ явуулж ашиг орлого олж байгаа гэдгээс татварын орлого хамаарна.,Хүн ам газар нутгийн хэмжээ том жижиг байхаас татвар нэг их шалтгаалахгүйээ. Үйлдвэрлэл үйлчилгээ явуулж ашиг орлого олж байгаа гэдгээс татварын орлого хамаарна.,хүн ам газар нутгийн хэмжээ том жижиг байхаас татвар нэг их шалтгаалахгүйээ. үйлдвэрлэл үйлчилгээ явуулж ашиг орлого олж байгаа гэдгээс татварын орлого хамаарна.,CONSTRUCTIVE,0,1,0,gogo.mn,test,Хүн ам газар нутгийн хэмжээ том жижиг байхаас татвар нэг их шалтгаалахгүйээ. Үйлдвэрлэл үйлчилгээ явуулж ашиг орлого олж байгаа гэдгээс татварын орлого хамаарна.,CONSTRUCTIVE,False
4920,Малын гарч байгаа өвчинүүдэд шалгалт хийдэг газар байдаг уу. Хятадууд их орж ирснээс хойш Малын өвчин энд тэндгүй шардаг боллоо. Хуулийнхан ажиллах хэрэгтэй бж бн да.,Малын гарч байгаа өвчинүүдэд шалгалт хийдэг газар байдаг уу. Хятадууд их орж ирснээс хойш Малын өвчин энд тэндгүй шардаг боллоо. Хуулийнхан ажиллах хэрэгтэй бж бн да.,малын гарч байгаа өвчинүүдэд шалгалт хийдэг газар байдаг уу. хятадууд их орж ирснээс хойш малын өвчин энд тэндгүй шардаг боллоо. хуулийнхан ажиллах хэрэгтэй бж бн да.,CONSTRUCTIVE,0,0,0,Eagle News,train,Малын гарч байгаа өвчинүүдэд шалгалт хийдэг газар байдаг уу. Хятадууд их орж ирснээс хойш Малын өвчин энд тэндгүй шардаг боллоо. Хуулийнхан ажиллах хэрэгтэй бж бн да.,CONSTRUCTIVE,False
4921,"Манай ченж нараар хийлгээд авахад хямд даа, тэгж улс оронд төвөг чирэгдэл болж байхаар","Манай ченж нараар хийлгээд авахад хямд даа, тэгж улс оронд төвөг чирэгдэл болж байхаар",манай ченж нараар хийлгээд авахад хямд даа тэгж улс оронд төвөг чирэгдэл болж байхаар,NEUTRAL,0,1,0,news.mn,train,"Манай ченж нараар хийлгээд авахад хямд даа, тэгж улс оронд төвөг чирэгдэл болж байхаар",NEUTRAL,False
4922,төдий чинээ үхсэн гэсэн үг. оросууд хүнээ хайрлахгүй ээ,төдий чинээ үхсэн гэсэн үг. оросууд хүнээ хайрлахгүй ээ,төдий чинээ үхсэн гэсэн үг. оросууд хүнээ хайрлахгүй ээ,NEUTRAL,0,8,1,news.mn,train,төдий чинээ үхсэн гэсэн үг. оросууд хүнээ хайрлахгүй ээ,NEUTRAL,False
4923,Тэр гэдэг иргэн тийм дарга тусгай хамгаалалтын бүсэд бариулсныг торгож хашааг нь хурааж авлаа гэх ёстой юм бишүү. Жирийн нэг ард иргэд богд хаан ууланд хашаа хатгах байтугай 07 га газраа ч авч чадааагүй байгаа. Зүгээр л олон нийтээс ирэх сенсацыг дарах гэж Гал намжаагаад сар жилийн дараа яг наад газар чинь цайз шахам орд харш баригдсан байна гэдгийг мөрийцсөн ч алдахгүй,Тэр гэдэг иргэн тийм дарга тусгай хамгаалалтын бүсэд бариулсныг торгож хашааг нь хурааж авлаа гэх ёстой юм бишүү. Жирийн нэг ард иргэд богд хаан ууланд хашаа хатгах байтугай 07 га газраа ч авч чадааагүй байгаа. Зүгээр л олон нийтээс ирэх сенсацыг дарах гэж Гал намжаагаад сар жилийн дараа яг наад газар чинь цайз шахам орд харш баригдсан байна гэдгийг мөрийцсөн ч алдахгүй,тэр гэдэг иргэн тийм дарга тусгай хамгаалалтын бүсэд бариулсныг торгож хашааг нь хурааж авлаа гэх ёстой юм бишүү. жирийн нэг ард иргэд богд хаан ууланд хашаа хатгах байтугай 07 га газраа ч авч чадаагүй байгаа. зүгээр л олон нийтээс ирэх сенсацыг дарах гэж гал намжаагаад сар жилийн дараа яг наад газар чинь цайз шахам орд харш баригдсан байна гэдгийг мөрийцсөн ч алдахгүй,CONSTRUCTIVE,0,0,0,news.mn,val,Тэр гэдэг иргэн тийм дарга тусгай хамгаалалтын бүсэд бариулсныг торгож хашааг нь хурааж авлаа гэх ёстой юм бишүү. Жирийн нэг ард иргэд богд хаан ууланд хашаа хатгах байтугай 07 га газраа ч авч чадаагүй байгаа. Зүгээр л олон нийтээс ирэх сенсацыг дарах гэж Гал намжаагаад сар жилийн дараа яг наад газар чинь цайз шахам орд харш баригдсан байна гэдгийг мөрийцсөн ч алдахгүй,CONSTRUCTIVE,False
4924,"Монголын төр засаг хэзээ яагаад ийм огт боловсролгүйчү үдээр дүүрэв ээ ?! Энэ контентын эхэнд тавьсан зураг дээр бүрэн дүүрэн үнэн дээд боловсролтой хүн ердөө цор ганцхан Б.Энхбаяр л бна, бусад нь дандаа хувийн хулхи хуурамч, одоо байхгүй нтр сургууль төгссөн гэдэг дутуу дундуур боловсролтой л нөхөд бна ш дээ ! Ийм золбингууд төр засаг жолоодохоор Монгол Улс онходолгүй яахав дээ, таминь ээ !","Монголын төр засаг хэзээ яагаад ийм огт боловсролгүйчү үдээр дүүрэв ээ ?! Энэ контентын эхэнд тавьсан зураг дээр бүрэн дүүрэн үнэн дээд боловсролтой хүн ердөө цор ганцхан Б.Энхбаяр л бна, бусад нь дандаа хувийн хулхи хуурамч, одоо байхгүй нтр сургууль төгссөн гэдэг дутуу дундуур боловсролтой л нөхөд бна ш дээ ! Ийм золбингууд төр засаг жолоодохоор Монгол Улс онходолгүй яахав дээ, таминь ээ !",монголын төр засаг хэзээ яагаад ийм огт боловсролгүйчү үдээр дүүрэв ээ ?! энэ контентын эхэнд тавьсан зураг дээр бүрэн дүүрэн үнэн дээд боловсролтой хүн ердөө цор ганцхан б.энхбаяр л бна бусад нь дандаа хувийн хулхи хуурамч одоо байхгүй нтр сургууль төгссөн гэдэг дутуу дундуур боловсролтой л нөхөд бна ш дээ ! ийм золбингууд төр засаг жолоодохоор монгол улс онходолгүй яахав дээ таминь ээ !,CONSTRUCTIVE,0,6,0,news.mn,train,"Монголын төр засаг хэзээ яагаад ийм огт боловсролгүйчү үдээр дүүрэв ээ ?! Энэ контентын эхэнд тавьсан зураг дээр бүрэн дүүрэн үнэн дээд боловсролтой хүн ердөө цор ганцхан Б.Энхбаяр л бна, бусад нь дандаа хувийн хулхи хуурамч, одоо байхгүй нтр сургууль төгссөн гэдэг дутуу дундуур боловсролтой л нөхөд бна ш дээ ! Ийм золбингууд төр засаг жолоодохоор Монгол Улс онходолгүй яахав дээ, таминь ээ !",CONSTRUCTIVE,False
4925,Энэ луйвараа болиоч цагаандаа гарсан хулгайчууд,Энэ луйвараа болиоч цагаандаа гарсан хулгайчууд,энэ луйвараа болиоч цагаандаа гарсан хулгайчууд,CONSTRUCTIVE,0,2,0,gogo.mn,train,Энэ луйвараа болиоч цагаандаа гарсан хулгайчууд,CONSTRUCTIVE,False
4926,аль алинд нь Хөрөнгө оруулалт хэрэгтэй. Эрчим хүчний салбарын дампуурал өнө эртнийх угаасаа,аль алинд нь Хөрөнгө оруулалт хэрэгтэй. Эрчим хүчний салбарын дампуурал өнө эртнийх угаасаа,аль алинд нь хөрөнгө оруулалт хэрэгтэй. эрчим хүчний салбарын дампуурал өнө эртнийх угаасаа,CONSTRUCTIVE,0,5,0,gogo.mn,train,аль алинд нь Хөрөнгө оруулалт хэрэгтэй. Эрчим хүчний салбарын дампуурал өнө эртнийх угаасаа,CONSTRUCTIVE,False
4927,Учрал бацаан Чойжилсүрэн Дэлгэрсайхан нарыг ашиг сонирхлын зөрчилтэй тул сайдаас зайлуулна гэсэн хэзээ хэлсэн үгэндээ эзэн болох вэ…Бас л Данх шигээ шүгэлдсэн үүү,Учрал бацаан Чойжилсүрэн Дэлгэрсайхан нарыг ашиг сонирхлын зөрчилтэй тул сайдаас зайлуулна гэсэн хэзээ хэлсэн үгэндээ эзэн болох вэ…Бас л Данх шигээ шүгэлдсэн үүү,учрал бацаан чойжилсүрэн дэлгэрсайхан нарыг ашиг сонирхлын зөрчилтэй тул сайдаас зайлуулна гэсэн хэзээ хэлсэн үгэндээ эзэн болох вэ бас л данх шигээ шүгэлдсэн үү,CONSTRUCTIVE,0,1,0,news.mn,val,Учрал бацаан Чойжилсүрэн Дэлгэрсайхан нарыг ашиг сонирхлын зөрчилтэй тул сайдаас зайлуулна гэсэн хэзээ хэлсэн үгэндээ эзэн болох вэ…Бас л Данх шигээ шүгэлдсэн үү,CONSTRUCTIVE,False
4928,Өвөө ч сайхан бүлт үсэрч байнаа,Өвөө ч сайхан бүлт үсэрч байнаа,өвөө ч сайхан бүлт үсэрч байнаа,NEUTRAL,0,0,0,IKON.mn,train,Өвөө ч сайхан бүлт үсэрч байнаа,NEUTRAL,False
4929,Хууль нь ингэж бвл ард түмний хууль л үйлчилнэ дээ,Хууль нь ингэж бвл ард түмний хууль л үйлчилнэ дээ,хууль нь ингэж бвл ард түмний хууль л үйлчилнэ дээ,NEUTRAL,0,0,0,Zaluusinfo,train,Хууль нь ингэж бвл ард түмний хууль л үйлчилнэ дээ,NEUTRAL,False
4930,Олон баримт бүрдүүлж байна даа,Олон баримт бүрдүүлж байна даа,олон баримт бүрдүүлж байна даа,NEUTRAL,0,0,0,E-Mongolia,train,Олон баримт бүрдүүлж байна даа,NEUTRAL,False
4931,"Ангигүй,кабинетгүй багш нар зөндөө байгаа шүү дээ!","Ангигүй,кабинетгүй багш нар зөндөө байгаа шүү дээ!",ангигүй кабинетгүй багш нар зөндөө байгаа шүү дээ!,CONSTRUCTIVE,0,0,0,IKON.mn,train,"Ангигүй,кабинетгүй багш нар зөндөө байгаа шүү дээ!",CONSTRUCTIVE,False
4932,"1974 ОНД НАМАЙГ 17 НАСТАЙ БАХХАД МААНЬ ХЭЛНИЙ БЭЛТГЭЛД СУРАЛЦАХААР КИМ СУН ОК БОЛОН ЛИ САН ГИН , ЗО ГОН ГЭГДЭХ УМАРД СОЛОНГОСЫН АРМИЙН ДЭСЛЭГЧ БОЛОН ХОШУУЧ ЦОЛТОЙ НЭГ БАСХАН АХИМАГ НАСНЫ ОФФИЦЕР НАР 2 ЗАЛУУГЙИН ХАМТ ИРЖ СУРАЛЦАЖ БАЙСАН ЮМ ШҮҮ. ИХ САЙХАН ЗОЧЛОМТГОЙ НӨХӨРСӨГ СЙАХАН АНДУУД БАЙСАН ЮМ . ХЭЛНЙИ БЭЛТГЭЛ ХАРИУЦСАН ДЕКАНЫГ ОРЖ ИРЭХ ҮЕЭР СИМ СУН ОК \ АЛТАН ЦЭЦЭГ \ БИД 2 РОЛЬДОО ИТГЭЧИХСЭН "" цэцэг худалдагч охин "" киноны дууг хоолой нийлүүлэн хамтран дуулж байгааг ДЕКАН \ УНГАР МААНЬ ГАРАЛТАЙ ӨӨРИЙГӨӨ МОНГОЛ ЦУСТАЙ ГЭЖ БАХАРХДАГ БАЙСАН \ ТААЛАН СОНСООД ДАРИН ДАРИН ДУУЛУУЛСААР ТЭР ӨДРЙИН ХИЧЭЭЛИЙГ ӨНДӨРЛҮҮЛСЭН ТӨДИЙГҮЙ БИД 2-ЫГ ХЭЛНИЙ БЭЛТГЭЛИЙГ 10 ГЭСЭН ОНООГООР ХЭЛНИЙ БЭЛТГЭЛИЙГ ТӨГСГӨЖ БАЙСАН САЙХАН ДУРСАМЖ ӨӨРИЙН ЭРХГҮЙ САНААНД ОРЧИХЛОО","1974 ОНД НАМАЙГ 17 НАСТАЙ БАХХАД МААНЬ ХЭЛНИЙ БЭЛТГЭЛД СУРАЛЦАХААР КИМ СУН ОК БОЛОН ЛИ САН ГИН , ЗО ГОН ГЭГДЭХ УМАРД СОЛОНГОСЫН АРМИЙН ДЭСЛЭГЧ БОЛОН ХОШУУЧ ЦОЛТОЙ НЭГ БАСХАН АХИМАГ НАСНЫ ОФФИЦЕР НАР 2 ЗАЛУУГЙИН ХАМТ ИРЖ СУРАЛЦАЖ БАЙСАН ЮМ ШҮҮ. ИХ САЙХАН ЗОЧЛОМТГОЙ НӨХӨРСӨГ СЙАХАН АНДУУД БАЙСАН ЮМ . ХЭЛНЙИ БЭЛТГЭЛ ХАРИУЦСАН ДЕКАНЫГ ОРЖ ИРЭХ ҮЕЭР СИМ СУН ОК \ АЛТАН ЦЭЦЭГ \ БИД 2 РОЛЬДОО ИТГЭЧИХСЭН "" цэцэг худалдагч охин "" киноны дууг хоолой нийлүүлэн хамтран дуулж байгааг ДЕКАН \ УНГАР МААНЬ ГАРАЛТАЙ ӨӨРИЙГӨӨ МОНГОЛ ЦУСТАЙ ГЭЖ БАХАРХДАГ БАЙСАН \ ТААЛАН СОНСООД ДАРИН ДАРИН ДУУЛУУЛСААР ТЭР ӨДРЙИН ХИЧЭЭЛИЙГ ӨНДӨРЛҮҮЛСЭН ТӨДИЙГҮЙ БИД 2-ЫГ ХЭЛНИЙ БЭЛТГЭЛИЙГ 10 ГЭСЭН ОНООГООР ХЭЛНИЙ БЭЛТГЭЛИЙГ ТӨГСГӨЖ БАЙСАН САЙХАН ДУРСАМЖ ӨӨРИЙН ЭРХГҮЙ САНААНД ОРЧИХЛОО",1974 онд намайг 17 настай баххад маань хэлний бэлтгэлд суралцахаар ким сун ок болон ли сан гин зо гон гэгдэх умард солонгосын армийн дэслэгч болон хошууч цолтой нэг басхан ахимаг насны оффицер нар 2 залуугйин хамт ирж суралцаж байсан юм шүү. их сайхан зочломтгой нөхөрсөг сйахан андууд байсан юм . хэлнйи бэлтгэл хариуцсан деканыг орж ирэх үеэр сим сун ок алтан цэцэг бид 2 рольдоо итгэчихсэн цэцэг худалдагч охин киноны дууг хоолой нийлүүлэн хамтран дуулж байгааг декан унгар маань гаралтай өөрийгөө монгол цустай гэж бахархдаг байсан таалан сонсоод дарин дарин дуулуулсаар тэр өдрйин хичээлийг өндөрлүүлсэн төдийгүй бид 2-ыг хэлний бэлтгэлийг 10 гэсэн оноогоор хэлний бэлтгэлийг төгсгөж байсан сайхан дурсамж өөрийн эрхгүй санаанд орчихлоо,NEUTRAL,0,3,0,gogo.mn,test,"1974 ОНД НАМАЙГ 17 НАСТАЙ БАХХАД МААНЬ ХЭЛНИЙ БЭЛТГЭЛД СУРАЛЦАХААР КИМ СУН ОК БОЛОН ЛИ САН ГИН , ЗО ГОН ГЭГДЭХ УМАРД СОЛОНГОСЫН АРМИЙН ДЭСЛЭГЧ БОЛОН ХОШУУЧ ЦОЛТОЙ НЭГ БАСХАН АХИМАГ НАСНЫ ОФФИЦЕР НАР 2 ЗАЛУУГЙИН ХАМТ ИРЖ СУРАЛЦАЖ БАЙСАН ЮМ ШҮҮ. ИХ САЙХАН ЗОЧЛОМТГОЙ НӨХӨРСӨГ СЙАХАН АНДУУД БАЙСАН ЮМ . ХЭЛНЙИ БЭЛТГЭЛ ХАРИУЦСАН ДЕКАНЫГ ОРЖ ИРЭХ ҮЕЭР СИМ СУН ОК \ АЛТАН ЦЭЦЭГ \ БИД 2 РОЛЬДОО ИТГЭЧИХСЭН "" цэцэг худалдагч охин "" киноны дууг хоолой нийлүүлэн хамтран дуулж байгааг ДЕКАН \ УНГАР МААНЬ ГАРАЛТАЙ ӨӨРИЙГӨӨ МОНГОЛ ЦУСТАЙ ГЭЖ БАХАРХДАГ БАЙСАН \ ТААЛАН СОНСООД ДАРИН ДАРИН ДУУЛУУЛСААР ТЭР ӨДРЙИН ХИЧЭЭЛИЙГ ӨНДӨРЛҮҮЛСЭН ТӨДИЙГҮЙ БИД 2-ЫГ ХЭЛНИЙ БЭЛТГЭЛИЙГ 10 ГЭСЭН ОНООГООР ХЭЛНИЙ БЭЛТГЭЛИЙГ ТӨГСГӨЖ БАЙСАН САЙХАН ДУРСАМЖ ӨӨРИЙН ЭРХГҮЙ САНААНД ОРЧИХЛОО",NEUTRAL,False
4933,Erdenee Egii төлбөр хэд вэ,Erdenee Egii төлбөр хэд вэ,erdenee egii төлбөр хэд вэ,NEUTRAL,0,0,0,Мэдэхгүй зүйлээ асуу,val,Erdenee Egii төлбөр хэд вэ,NEUTRAL,False
4934,Өө ямар муу мэдээ вэ,Өө ямар муу мэдээ вэ,өө ямар муу мэдээ вэ,NEUTRAL,0,0,0,news.mn,train,Өө ямар муу мэдээ вэ,NEUTRAL,False
4935,"Ялангуяа спортын салбарт өүхнийг улс төржүүлж бусдыг гадуурхаж, хүч хэрэглэх нь сайн үр дүнд хүрэхгүй Улам л дайсагнуулна, Хагалан бутаргана, Хойт солонгос эх орноо барууны түрэмгийллээс хамгаалахын тулд цөмийн з****г бүтээсэн, Барууны хөрөнгөтнүүд ядуу буурай орныг яаж дээрлэхэж хүчирхийлж тонож дээрэмдэж,бараг фашист авир гаргаж байгааг дэлхий даяаар харж байна","Ялангуяа спортын салбарт өүхнийг улс төржүүлж бусдыг гадуурхаж, хүч хэрэглэх нь сайн үр дүнд хүрэхгүй Улам л дайсагнуулна, Хагалан бутаргана, Хойт солонгос эх орноо барууны түрэмгийллээс хамгаалахын тулд цөмийн з***г бүтээсэн, Барууны хөрөнгөтнүүд ядуу буурай орныг яаж дээрлэхэж хүчирхийлж тонож дээрэмдэж,бараг фашист авир гаргаж байгааг дэлхий даяаар харж байна",ялангуяа спортын салбарт өүхнийг улс төржүүлж бусдыг гадуурхаж хүч хэрэглэх нь сайн үр дүнд хүрэхгүй улам л дайсагнуулна хагалан бутаргана хойт солонгос эх орноо барууны түрэмгийллээс хамгаалахын тулд цөмийн з**г бүтээсэн барууны хөрөнгөтнүүд ядуу буурай орныг яаж дээрлэхэж хүчирхийлж тонож дээрэмдэж бараг фашист авир гаргаж байгааг дэлхий даяаар харж байна,CONSTRUCTIVE,1,0,1,news.mn,train,"Ялангуяа спортын салбарт өүхнийг улс төржүүлж бусдыг гадуурхаж, хүч хэрэглэх нь сайн үр дүнд хүрэхгүй Улам л дайсагнуулна, Хагалан бутаргана, Хойт солонгос эх орноо барууны түрэмгийллээс хамгаалахын тулд цөмийн зг бүтээсэн, Барууны хөрөнгөтнүүд ядуу буурай орныг яаж дээрлэхэж хүчирхийлж тонож дээрэмдэж,бараг фашист авир гаргаж байгааг дэлхий даяаар харж байна",CONSTRUCTIVE,False
4936,"Юу гээд оросын банк оруулж ирүүлнэ нтр болчвоо , одоо бүр валютын сангаараа хараат болохнуу?","Юу гээд оросын банк оруулж ирүүлнэ нтр болчвоо , одоо бүр валютын сангаараа хараат болохнуу?",юу гээд оросын банк оруулж ирүүлнэ нтр болчвоо одоо бүр валютын сангаараа хараат болохнуу?,CONSTRUCTIVE,0,1,0,news.mn,val,"Юу гээд оросын банк оруулж ирүүлнэ нтр болчвоо , одоо бүр валютын сангаараа хараат болохнуу?",CONSTRUCTIVE,False
4937,Гаж элдэв донтонтой өөрөө тэмцэж алхаад өөр арга алга хууль хяналтын байгууллагуудад итгэхгүй болсон хүмүүс,Гаж элдэв донтонтой өөрөө тэмцэж алхаад өөр арга алга хууль хяналтын байгууллагуудад итгэхгүй болсон хүмүүс,гаж элдэв донтонтой өөрөө тэмцэж алхаад өөр арга алга хууль хяналтын байгууллагуудад итгэхгүй болсон хүмүүс,CONSTRUCTIVE,0,0,0,Zaluusinfo,train,Гаж элдэв донтонтой өөрөө тэмцэж алхаад өөр арга алга хууль хяналтын байгууллагуудад итгэхгүй болсон хүмүүс,CONSTRUCTIVE,False
4938,ЗГ огцор ахмадуудаа арай доромжилж байна,ЗГ огцор ахмадуудаа арай доромжилж байна,зг огцор ахмадуудаа арай доромжилж байна,CONSTRUCTIVE,0,3,1,news.mn,val,ЗГ огцор ахмадуудаа арай доромжилж байна,CONSTRUCTIVE,False
4939,MCS Хүк 2 Ухаа худагыг өгөхгүй үлдээгээд цааш нь 5 Толгойд л шунаад байна даа.,MCS Хүк 2 Ухаа худагыг өгөхгүй үлдээгээд цааш нь 5 Толгойд л шунаад байна даа.,mcs хүк 2 ухаа худагыг өгөхгүй үлдээгээд цааш нь 5 толгойд л шунаад байна даа.,CONSTRUCTIVE,0,9,1,news.mn,train,MCS Хүк 2 Ухаа худагыг өгөхгүй үлдээгээд цааш нь 5 Толгойд л шунаад байна даа.,CONSTRUCTIVE,False
4940,"Эвий эвий, энэ дебиль хуяа тролл шаахай зайлуул Гринландын мөсөн доор хүнс нуусан гэсэн үлгэрт итгэдэг өлсөглөн ж****а бололтой! Ккк","Эвий эвий, энэ дебиль хуяа тролл шаахай зайлуул Гринландын мөсөн доор хүнс нуусан гэсэн үлгэрт итгэдэг өлсөглөн ж***а бололтой! Ккк",эвий эвий энэ дебиль хуяа тролл шаахай зайлуул гринландын мөсөн доор хүнс нуусан гэсэн үлгэрт итгэдэг өлсөглөн ж**а бололтой! ккк,TOXIC,1,1,0,news.mn,train,"Эвий эвий, энэ дебиль хуяа тролл шаахай зайлуул Гринландын мөсөн доор хүнс нуусан гэсэн үлгэрт итгэдэг өлсөглөн жа бололтой! Ккк",TOXIC,False
4941,Bujin Munkhtuya Женко баталсан юм уу?,Bujin Munkhtuya Женко баталсан юм уу?,bujin munkhtuya женко баталсан юм уу?,NEUTRAL,0,0,0,gogo.mn,train,Bujin Munkhtuya Женко баталсан юм уу?,NEUTRAL,False
4942,"Жуулчид олноор ирвэл мань хэд нь пянг нь даахгүй. Олон юмны үнэ дагаад өсдөг, өөрсдөө хэрэглэж чадахаа больдог. Ер нь хүсэхээр эд биш. Энэ талаар дугарё байгаа хүн алгаа","Жуулчид олноор ирвэл мань хэд нь пянг нь даахгүй. Олон юмны үнэ дагаад өсдөг, өөрсдөө хэрэглэж чадахаа больдог. Ер нь хүсэхээр эд биш. Энэ талаар дугарё байгаа хүн алгаа",жуулчид олноор ирвэл мань хэд нь пянг нь даахгүй. олон юмны үнэ дагаад өсдөг өөрсдөө хэрэглэж чадахаа больдог. ер нь хүсэхээр эд биш. энэ талаар дугарё байгаа хүн алгаа,CONSTRUCTIVE,0,3,0,gogo.mn,test,"Жуулчид олноор ирвэл мань хэд нь пянг нь даахгүй. Олон юмны үнэ дагаад өсдөг, өөрсдөө хэрэглэж чадахаа больдог. Ер нь хүсэхээр эд биш. Энэ талаар дугарё байгаа хүн алгаа",CONSTRUCTIVE,False
4943,Ирэх сонгуулиас өмнө өрсөлдөгчөө намнах зорилготой хууль бна,Ирэх сонгуулиас өмнө өрсөлдөгчөө намнах зорилготой хууль бна,ирэх сонгуулиас өмнө өрсөлдөгчөө намнах зорилготой хууль бна,CONSTRUCTIVE,0,0,0,gogo.mn,train,Ирэх сонгуулиас өмнө өрсөлдөгчөө намнах зорилготой хууль бна,CONSTRUCTIVE,False
4944,Явган замын хавтанг ёстой маналзуулж өгч байна дөө.,Явган замын хавтанг ёстой маналзуулж өгч байна дөө.,явган замын хавтанг ёстой маналзуулж өгч байна дөө.,CONSTRUCTIVE,0,2,4,news.mn,val,Явган замын хавтанг ёстой маналзуулж өгч байна дөө.,CONSTRUCTIVE,False
4945,Ганцаардлын өдрүүд гээд нэг номыг уншиж байсан юмаа. Тэр номонд бичсэнээр хэлэхгүйгээр салах нь цаад хүнээ асар хэцүү байдалд оруулдаг тухай гардаг. Тиймээс ядаж мессеж бичээд больсон нь дээр юм шиг бна лээ шүү.,Ганцаардлын өдрүүд гээд нэг номыг уншиж байсан юмаа. Тэр номонд бичсэнээр хэлэхгүйгээр салах нь цаад хүнээ асар хэцүү байдалд оруулдаг тухай гардаг. Тиймээс ядаж мессеж бичээд больсон нь дээр юм шиг бна лээ шүү.,ганцаардлын өдрүүд гээд нэг номыг уншиж байсан юмаа. тэр номонд бичсэнээр хэлэхгүйгээр салах нь цаад хүнээ асар хэцүү байдалд оруулдаг тухай гардаг. тиймээс ядаж мессеж бичээд больсон нь дээр юм шиг бна лээ шүү.,NEUTRAL,0,0,0,Мэдэхгүй зүйлээ асуу,train,Ганцаардлын өдрүүд гээд нэг номыг уншиж байсан юмаа. Тэр номонд бичсэнээр хэлэхгүйгээр салах нь цаад хүнээ асар хэцүү байдалд оруулдаг тухай гардаг. Тиймээс ядаж мессеж бичээд больсон нь дээр юм шиг бна лээ шүү.,NEUTRAL,False
4946,"Зөв. Сайн байна. Гадныхантай хамт судалж, хамгийн сүүлийн тоног төхөөрөмжтэй, аюулгүй ажиллагаа, аюулгүй хэрэглээг бий болгохоор тийм технологи хийгээрэй.","Зөв. Сайн байна. Гадныхантай хамт судалж, хамгийн сүүлийн тоног төхөөрөмжтэй, аюулгүй ажиллагаа, аюулгүй хэрэглээг бий болгохоор тийм технологи хийгээрэй.",зөв. сайн байна. гадныхантай хамт судалж хамгийн сүүлийн тоног төхөөрөмжтэй аюулгүй ажиллагаа аюулгүй хэрэглээг бий болгохоор тийм технологи хийгээрэй.,POSITIVE,0,0,0,IKON.mn,train,"Зөв. Сайн байна. Гадныхантай хамт судалж, хамгийн сүүлийн тоног төхөөрөмжтэй, аюулгүй ажиллагаа, аюулгүй хэрэглээг бий болгохоор тийм технологи хийгээрэй.",POSITIVE,False
4947,Үндэсний бөх сонирхож бгаа хасаг хүн бол Монгол нэр авах ёстой-БӨ-д газар нутгийн нэрийг хасаг болгосон бгаа,Үндэсний бөх сонирхож бгаа хасаг хүн бол Монгол нэр авах ёстой-БӨ-д газар нутгийн нэрийг хасаг болгосон бгаа,үндэсний бөх сонирхож бгаа хасаг хүн бол монгол нэр авах ёстой-бө-д газар нутгийн нэрийг хасаг болгосон бгаа,TOXIC,0,5,10,gogo.mn,train,Үндэсний бөх сонирхож бгаа хасаг хүн бол Монгол нэр авах ёстой-БӨ-д газар нутгийн нэрийг хасаг болгосон бгаа,TOXIC,False
4948,Миний машин дээр төлбөр ирээд бна ...хаана хандах вэ,Миний машин дээр төлбөр ирээд бна ..хаана хандах вэ,миний машин дээр төлбөр ирээд бна ..хаана хандах вэ,NEUTRAL,0,0,0,E-Mongolia,train,Миний машин дээр төлбөр ирээд бна ..хаана хандах вэ,NEUTRAL,False
